pricipal_country_served;primary_source_water_type;status;type;water_system_name;water_system_no
LAKE;SWP;A;C;ROUND LAKE;IL0971600
SANGAMON;SWP;A;C;ROUND LAKE BEACH;IL1670090
MADISON;GW;A;C;ROUND LAKE HEIGHTS;IL1190900
CHAMPAIGN;GW;A;C;ROUND LAKE PARK;IL0190700
MACOUPIN;SWP;A;C;ROUND PRAIRIE WATER COOP;IL1170830
LAKE;GW;A;C;ROXANA;IL0970170
PEORIA;GWP;A;C;ROYAL;IL1430040
MCHENRY;GW;A;C;ROYAL LAKES;IL1115145
FRANKLIN;SWP;A;C;ROYAL MELBOURNE HOMEOWNERS ASN;IL0555030
RANDOLPH;GW;A;C;ROYAL OAKS ESTATES;IL1570550
WABASH;GWP;A;C;ROYAL OAKS MHP;IL1850010
SCHUYLER;GW;A;C;ROYALTON;IL1690200
HENRY;GW;A;C;RUMA;IL0735500
LA SALLE;GW;A;C;RURAL WABASH COUNTY WATER DISTRICT;IL0991000
ST CLAIR;SW;A;C;RUSHVILLE;IL1635090
LAKE;GW;A;C;RUSTIC ACRES WATER ASSOCIATION;IL0970120
JASPER;GWP;A;C;RUTLAND;IL0790200
MARION;SW;A;C;S L M WATER COMMISSION;IL1210450
SALINE;GW;A;C;SADDLEBROOK FARMS;IL1655300
MASON;GW;A;C;SAINTE MARIE;IL1254840
MARION;SWP;A;C;SALEM;IL1210500
DE KALB;GW;A;C;SALINE VALLEY CONSERVANCY DISTRICT;IL0374850
DE KALB;GWP;A;C;SAN JOSE;IL0374860
CHAMPAIGN;GW;A;C;SANDOVAL;IL0195150
PEORIA;GW;A;C;SANDWICH;IL1435490
COOK;GW;A;C;SANDWICH ESTATES MHP;IL0312790
CARROLL;GW;A;C;SANGAMON VALLEY PWD;IL0150250
MACOUPIN;SWP;A;C;SANTA FE ESTATES WATER ASSOCIATION;IL1170850
MCLEAN;GW;A;C;SAUK;IL1130950
JO DAVIESS;GW;A;C;SAVANNA;IL0850400
COOK;SWP;A;C;SAWYERVILLE;IL0314890
COOK;SWP;A;C;SAYBROOK;IL0312850
MONTGOMERY;SWP;A;C;SCALES MOUND;IL1350600
LAKE;GW;A;C;SCHAUMBURG;IL0977150
MCDONOUGH;GWP;A;C;SCHILLER PARK;IL1090020
SCOTT;GWP;A;C;SCHRAM CITY;IL1710020
MACOUPIN;SWP;A;C;SCHWERMANNS 2ND AND 3RD WTR BRD;IL1170010
MERCER;GW;A;C;SCIOTA;IL1310350
BUREAU;GW;A;C;SCOTT COUNTY RURAL WATER CO-OP;IL0110900
WOODFORD;GW;A;C;SCOTTVILLE RURAL WATER COMPANY, INC.;IL2030600
LA SALLE;GW;A;C;SEATON;IL0991050
FRANKLIN;SWP;A;C;SEATONVILLE;IL0550450
CHAMPAIGN;GWP;A;C;SECOR;IL0190060
DE KALB;GW;A;C;SENECA;IL0370450
GRUNDY;GW;A;C;SESSER;IL0635225
OGLE;GW;A;C;SEYMOUR WATER DISTRICT;IL1415285
CARROLL;GW;A;C;SHABBONA;IL0150300
CHRISTIAN;GWP;A;C;SHADY OAKS MHP;IL0210030
UNION;GWP;A;C;SHANGRI-LA MHP;IL1815550
GALLATIN;GWP;A;C;SHANNON;IL0590350
BUREAU;GW;A;C;SHARPSBURG AND NEIGHBORING AREA WATER SY;IL0110950
SHELBY;GW;A;C;SHAWNEE VALLEY PWD;IL1730300
IROQUOIS;GW;A;C;SHAWNEETOWN;IL0750800
LA SALLE;GW;A;C;SHEFFIELD;IL0995840
MERCER;GW;A;C;SHELBYVILLE;IL1310400
MACOUPIN;SWP;A;C;SHELDON;IL1170950
LAKE;SWP;A;C;SHERIDAN CORRECTIONAL CENTER;IL0975615
WILL;GW;A;C;SHERRARD;IL1975080
FORD;GW;A;C;SHIPMAN;IL0530400
VERMILION;GW;A;C;SHORELINE TRC MHP;IL1830850
CHAMPAIGN;GWP;A;C;SHOREWOOD;IL0190850
SHELBY;GW;A;C;SIBLEY;IL1730350
KANE;GW;A;C;SIDELL;IL0890040
ROCK ISLAND;GW;A;C;SIDNEY;IL1610700
ROCK ISLAND;GW;A;C;SIGEL;IL1615750
WAYNE;SWP;A;C;SILVER GLEN HOMEOWNER'S ASSOCIATION;IL1910400
WINNEBAGO;GW;A;C;SILVIS;IL2015685
COOK;SWP;A;C;SILVIS HEIGHTS WATER CORP;IL0312880
KANKAKEE;GW;A;C;SIMS;IL0915526
KANE;SWP;A;C;SIX OAKS MHP;IL0890750
MORGAN;SWP;A;C;SKOKIE;IL1370030
BOND;SWP;A;C;SKYVIEW SBDV;IL0050250
FULTON;GW;A;C;SLEEPY HOLLOW;IL0570850
ST CLAIR;SWP;A;C;SMG WATER COOP;IL1631300
EFFINGHAM;SWP;A;C;SMITHBORO;IL0495350
DE KALB;GW;A;C;SMITHFIELD;IL0374870
BOND;SWP;A;C;SMITHTON;IL0050300
COOK;GW;A;C;SNAKE TRAIL WTR ASSN;IL0310200
WINNEBAGO;GWP;A;C;SOMONAUK;IL2010460
COOK;SWP;A;C;SORENTO;IL0312940
KANE;GW;A;C;SOUTH BARRINGTON;IL0890800
FULTON;GWP;A;C;SOUTH BLUFF MHP;IL0570010
JACKSON;SWP;A;C;SOUTH CHICAGO HEIGHTS;IL0775400
COOK;SWP;A;C;SOUTH ELGIN;IL0312970
MORGAN;GW;A;C;SOUTH FULTON WATER DISTRICT;IL1370400
LAWRENCE;GWP;A;C;SOUTH HIGHWAY PWD;IL1010020
MACOUPIN;SWP;A;C;SOUTH HOLLAND;IL1170060
COOK;SWP;A;C;SOUTH JACKSONVILLE;IL0310140
TAZEWELL;GW;A;C;SOUTH LAWRENCE WATER CORP;IL1790650
WILL;GWP;A;C;SOUTH PALMYRA WATER COMMISSION;IL1970140
MADISON;GWP;A;C;SOUTH PALOS TWSP SANITARY DIST;IL1190970
SANGAMON;GW;A;C;SOUTH PEKIN;IL1670080
COOK;SWP;A;C;SOUTH RIDGE MHC;IL0317370
GRUNDY;GW;A;C;SOUTH ROXANA;IL0630650
WILL;GW;A;C;SOUTH SANGAMON WATER COMMISSION;IL1977490
DU PAGE;SWP;A;C;SOUTH STICKNY SD;IL0430060
MADISON;GWP;A;C;SOUTH WILMINGTON;IL1195550
ALEXANDER;GW;A;C;SOUTHEAST JOLIET SD;IL0030020
MARSHALL;GW;A;C;SOUTHEAST REGIONAL WATER FACILITY;IL1230200
RANDOLPH;SW;A;C;SOUTHERN IL UNIVERSITY-EDWARDSVILLE;IL1570600
MCLEAN;GW;A;C;SOUTHWATER INC;IL1135140
COOK;SWP;A;C;SPARLAND;IL0315145
BUREAU;GW;A;C;SPARTA;IL0111000
WHITE;SWP;A;C;SPIN LAKE HOMEOWNERS ASSOCIATION, INC.;IL1930450
SANGAMON;SW;A;C;SPRING LAKES MHP;IL1671200
KANKAKEE;GW;A;C;SPRING VALLEY;IL0910700
KNOX;GW;A;C;SPRINGERTON;IL0950500
KANE;GW;A;C;SPRINGFIELD;IL0894830
FAYETTE;SWP;A;C;ST ANNE;IL0510250
LAWRENCE;GW;A;C;ST AUGUSTINE;IL1010250
MADISON;SWP;A;C;ST CHARLES;IL1190950
ST CLAIR;GW;A;C;ST ELMO;IL1631200
FAYETTE;SWP;A;C;ST FRANCISVILLE;IL0510300
CLINTON;SWP;A;C;ST JACOB;IL0275250
PUTNAM;GW;A;C;ST LIBORY;IL1550300
MCLEAN;GW;A;C;ST PETER;IL1131000
WILL;GWP;A;C;ST ROSE PWD;IL1977910
MACOUPIN;SW;A;C;STANDARD;IL1171050
MACOUPIN;SWP;A;C;STANFORD;IL1175250
RANDOLPH;GW;A;C;STATEVILLE CORRECTIONAL CENTER;IL1570650
DU PAGE;SWP;A;C;STAUNTON;IL0437160
COOK;GW;A;C;STAUNTON RESERVOIR ROAD WATER COOP;IL0314860
FORD;GW;A;C;STEELEVILLE;IL0535100
STEPHENSON;GW;A;C;STEEPLE RUN SBDV;IL1775235
COOK;SWP;A;C;STEGER;IL0315850
LEE;GW;A;C;STELLE COMMUNITY ASSN;IL1030450
SHELBY;GW;A;C;STEPHENSON MOBILE ESTATES;IL1730400
COOK;SWP;A;C;STERLING ESTATES MHP;IL0313000
OGLE;GW;A;C;STEWARD;IL1410550
JO DAVIESS;GW;A;C;STEWARDSON;IL0850450
COOK;SWP;A;C;STICKNEY;IL0313030
SALINE;GWP;A;C;STILLMAN VALLEY;IL1654880
CHAMPAIGN;GWP;A;C;STOCKTON;IL0190070
CHRISTIAN;GW;A;C;STONE PARK;IL0210550
KENDALL;GW;A;C;STONEFORT;IL0935250
SHELBY;SWP;A;C;STONETOWN OAKS MHP LLC;IL1730450
MCDONOUGH;GW;A;C;STONINGTON;IL1095200
LIVINGSTON;GW;A;C;STORYBOOK HIGHLANDS;IL1050700
COOK;SWP;A;C;STRASBURG;IL0313060
HENDERSON;GW;A;C;STRATFORD WEST APARTMENTS;IL0710400
LEE;GW;A;C;STRAWN;IL1030500
DE KALB;GW;A;C;STREAMWOOD;IL0375148
ROCK ISLAND;GW;A;C;STRONGHURST;IL1615800
IROQUOIS;GWP;A;C;SUBLETTE;IL0750910
SANGAMON;SWP;A;C;SUBURBAN APARTMENTS (DE KALB UNIV DVL);IL1675300
KANE;GW;A;C;SUBURBAN HEIGHTS SUBDIVISION;IL0890850
MOULTRIE;GW;A;C;SUGAR CREEK MANUFACTURED HOME COMM., LLC;IL1390300
ST CLAIR;SWP;A;C;SUGAR CRK PWD;IL1631350
COOK;SWP;A;C;SUGAR GROVE;IL0310060
LAWRENCE;GWP;A;C;SULLIVAN;IL1010300
KANKAKEE;GW;A;C;SUMMERFIELD;IL0915545
HENRY;GW;A;C;SUMMIT;IL0735300
WILL;GW;A;C;SUMNER;IL1977730
COOK;SWP;A;C;SUNNY ACRES MHP;IL0310080
MERCER;GW;A;C;SUNNY HILL ESTATES SUBDIVISION;IL1315200
DE KALB;GW;A;C;SUNNYLAND SUBDIVISION;IL0370550
LAKE;GW;A;C;SUNSET MHP;IL0977100
PEORIA;GWP;A;C;SWEDONA WATER ASSOCIATION;IL1430030
FULTON;GWP;A;C;SYCAMORE;IL0570900
MENARD;GW;A;C;SYLVAN LAKE 1ST SUBDIVISION;IL1290250
PERRY;SWP;A;C;T-L RURAL WATER DISTRICT;IL1450250
ALEXANDER;GW;A;C;TABLE GROVE;IL0030100
WHITESIDE;GW;A;C;TALLULA;IL1950550
LAKE;GW;A;C;TAMAROA;IL0971130
MONTGOMERY;SWP;A;C;TAMMS;IL1350650
CHRISTIAN;SW;A;C;TAMPICO;IL0210600
ROCK ISLAND;GW;A;C;TANNERON BAY HOMEOWNERS ASSOCIATION;IL1615540
EFFINGHAM;SWP;A;C;TAYLOR SPRINGS;IL0490450
IROQUOIS;GW;A;C;TAYLORVILLE;IL0750850
SANGAMON;SWP;A;C;TENNANTS SHADY OAKS SUBDIVISION;IL1671250
LAKE;GW;A;C;TEUTOPOLIS;IL0970310
ALEXANDER;GW;A;C;THAWVILLE;IL0030150
CHAMPAIGN;GW;A;C;THAYER;IL0190950
FRANKLIN;SWP;A;C;THE PRESERVE AT LONG GROVE;IL0550500
CARROLL;GW;A;C;THEBES;IL0150350
COOK;SWP;A;C;THOMASBORO;IL0313090
MADISON;SWP;A;C;THOMPSONVILLE;IL1195450
RANDOLPH;SWP;A;C;THOMSON;IL1570700
HENRY;GW;A;C;THORNTON;IL0735450
WINNEBAGO;GW;A;C;THREE COUNTY PWD;IL2015745
STEPHENSON;GW;A;C;TILDEN;IL1775255
HENRY;GW;A;C;TIMBER BROOK ESTATES;IL0735470
WOODFORD;GW;A;C;TIMBER CREEK MHP/FORMERLY TIMBERLANE MHP;IL2035200
WOODFORD;GWP;A;C;TIMBER RIDGE MOBILE ESTATES;IL2035225
COOK;SWP;A;C;TIMBER RIDGE SBDV;IL0314910
BUREAU;GW;A;C;TIMBERLAN SUBDIVISION;IL0111050
CUMBERLAND;GW;A;C;TIMBERLINE MHP;IL0350200
CHAMPAIGN;GWP;A;C;TINLEY PARK;IL0191000
MARSHALL;GW;A;C;TISKILWA;IL1230250
LA SALLE;GW;A;C;TOLEDO;IL0991150
STARK;GW;A;C;TOLONO;IL1750150
CHRISTIAN;SWP;A;C;TOLUCA;IL0210650
MCLEAN;SWP;A;C;TONICA;IL1131050
SHELBY;GW;A;C;TOULON;IL1730500
LAKE;GW;A;C;TOVEY;IL0975010
ROCK ISLAND;GW;A;C;TOWANDA;IL1615780
LAKE;GW;A;C;TOWER HILL;IL0977250
TAZEWELL;GW;A;C;TOWER LAKES;IL1790700
CLINTON;SWP;A;C;TOWER RIDGE SUBDIVISION;IL0270500
DE KALB;GWP;A;C;TOWNERS SUBDIVISION;IL0374865
CHAMPAIGN;GW;A;C;TREMONT;IL0195925
MADISON;SWP;A;C;TRENTON;IL1190080
MADISON;GW;A;C;TRIANGLE MANUFACTURED HOME COMMUNITY;IL1191000
DOUGLAS;GWP;A;C;TRIANGLE MHP;IL0415030
CHAMPAIGN;GWP;A;C;TRITOWNSHIP WATER DISTRICT;IL0195500
PULASKI;GWP;A;C;TROY;IL1530350
MCHENRY;GW;A;C;TUSCOLA;IL1110900
CLARK;GW;A;C;U OF I-CHAMPAIGN;IL0235400
MERCER;GW;A;C;ULLIN;IL1315300
MADISON;GWP;A;C;UNION;IL1190260
ADAMS;GWP;A;C;UNION-YORK WATER DISTRICT;IL0010700
WILLIAMSON;SWP;A;C;UNITY WATER CORPORATION;IL1995247
WILL;GW;A;C;UNIVERSITY FLATS MHP;IL1975200
JO DAVIESS;GW;A;C;URSA;IL0855150
LAKE;SWP;A;C;US FEDERAL PENITENTIARY-MARION;IL0975350
WILL;GW;A;C;UTL INC CAMELOT;IL1975280
DU PAGE;GW;A;C;UTL INC-APPLE CANYON UTILITIES COMPANY;IL0435300
WINNEBAGO;GW;A;C;UTL INC-CHAR-MAR WATER COMPANY;IL2015160
WINNEBAGO;GW;A;C;UTL INC-CHERRY HILL WATER COMPANY;IL2015150
LAKE;SWP;A;C;UTL INC-CLARENDON WATER COMPANY;IL0975370
KANE;GW;A;C;UTL INC-COVENTRY CREEK SUBDIVISION;IL0895800
JO DAVIESS;GW;A;C;UTL INC-COVENTRY HILLS UTILITIES, INC.;IL0855050
LAKE;GW;A;C;UTL INC-DEL-MAR WATER COMPANY;IL0975620
MCHENRY;GW;A;C;UTL INC-FERSON CREEK UTILITIES CORP;IL1115350
MCHENRY;GW;A;C;UTL INC-GALENA TERRITORY;IL1115400
LA SALLE;GW;A;C;UTL INC-HARBOR RIDGE UTILITES, INC.;IL0995200
KANE;GWP;A;C;UTL INC-HOLIDAY HILLS;IL0895200
MARSHALL;GW;A;C;UTL INC-KILLARNEY WATER COMPANY;IL1235200
STEPHENSON;GW;A;C;UTL INC-LAKE HOLIDAY;IL1775050
LAKE;GW;A;C;UTL INC-LAKE MARIAN WATER CORPORATION;IL0977300
MCHENRY;GW;A;C;UTL INC-LAKE WILDWOOD UTILITIES CORP;IL1115800
WINNEBAGO;GW;A;C;UTL INC-NORTHERN HILLS UTLITIES COMPANY;IL2010070
MCHENRY;GW;A;C;UTL INC-VALENTINE WATER SERVICE;IL1115700
FRANKLIN;SWP;A;C;UTL INC-WALK-UP WOODS WATER COMPANY;IL0550600
MCHENRY;GW;A;C;UTL INC-WESTLAKE  UTILITIES INC;IL1115189
TAZEWELL;GW;A;C;UTL INC-WHISPERING HILLS WATER COMPANY;IL1797010
DE KALB;GW;A;C;VALIER;IL0375200
WOODFORD;GW;A;C;VALLEY HI NURSING HOME;IL2030010
MONROE;GWP;A;C;VALLEY VIEW 4 AND 6-KNOLLS;IL1330250
BUREAU;GW;A;C;VALLEY VIEW SUBDIVISION (DEKALB);IL0115000
FAYETTE;SW;A;C;VALLEY VIEW SUBDIVISION (WOODFORD);IL0510350
FAYETTE;SWP;A;C;VALMEYER;IL0515500
MARSHALL;GW;A;C;VAN ORIN WATER COMPANY;IL1230300
TAZEWELL;GW;A;C;VANDALIA;IL1795050
JACKSON;SWP;A;C;VANDALIA CORRECTIONAL CENTER;IL0770550
EDGAR;GW;A;C;VARNA;IL0450400
VERMILION;GWP;A;C;VENADO LAKES-ARGYLL WATER ASSOCIATION;IL1835050
FULTON;SW;A;C;VERGENNES;IL0570950
MARION;SWP;A;C;VERMILION;IL1210550
LAKE;SWP;A;C;VERMILION GROVE WATERWORKS;IL0971750
BROWN;GW;A;C;VERMONT;IL0090200
KNOX;GW;A;C;VERNON;IL0950550
JOHNSON;SW;A;C;VERNON HILLS - LAKE CO PW;IL0870350
JOHNSON;SW;A;C;VERSAILLES;IL0875510
DU PAGE;SWP;A;C;VICTORIA;IL0437245
DOUGLAS;GW;A;C;VIENNA;IL0410350
DU PAGE;SWP;A;C;VIENNA CORRECTIONAL CENTER;IL0430800
MERCER;GW;A;C;VIETZEN MHP;IL1310450
MACOUPIN;SWP;A;C;VILLA GROVE;IL1171100
CASS;GW;A;C;VILLA PARK;IL0170250
LAKE;GW;A;C;VIOLA;IL0971770
MARION;SWP;A;C;VIRDEN;IL1215510
LAKE;GW;A;C;VIRGINIA;IL0977320
MONTGOMERY;GW;A;C;VOLO;IL1350700
BUREAU;GW;A;C;W G MURRAY DEVELOPMENT CENTER;IL0111100
MARION;SWP;A;C;WADSWORTH OAKS SUBDIVISION;IL1210600
JEFFERSON;SWP;A;C;WAGGONER;IL0810400
MARION;SWP;A;C;WALNUT;IL1214920
DE WITT;GW;A;C;WALNUT HILL;IL0390250
JO DAVIESS;GW;A;C;WALTONVILLE;IL0850500
MACON;GW;A;C;WAMAC;IL1150500
DU PAGE;GW;A;C;WAPELLA;IL0430833
HANCOCK;SW;A;C;WARREN;IL0670650
KANE;GW;A;C;WARRENSBURG;IL0890110
WOODFORD;GW;A;C;WARRENVILLE;IL2034940
TAZEWELL;GW;A;C;WARSAW;IL1790750
WASHINGTON;SWP;A;C;WASCO SD;IL1895600
KNOX;GW;A;C;WASHBURN;IL0950600
IROQUOIS;GW;A;C;WASHINGTON;IL0755365
ROCK ISLAND;GW;A;C;WASHINGTON COUNTY WATER COMPANY;IL1615130
MONROE;SWP;A;C;WATAGA;IL1330300
DE KALB;GW;A;C;WATCH E KEE MANUFACTURED HOME COMMUNITY;IL0370600
IROQUOIS;GW;A;C;WATER WERKS;IL0750900
EFFINGHAM;SWP;A;C;WATERLOO;IL0490500
LAKE;GW;A;C;WATERMAN;IL0971850
LAKE;SW;A;C;WATSEKA;IL0971900
MORGAN;SW;A;C;WATSON;IL1370450
WAYNE;SW;A;C;WAUCONDA;IL1910450
DE WITT;GW;A;C;WAUKEGAN;IL0390300
COOK;GWP;A;C;WAVERLY;IL0312800
FULTON;SWP;A;C;WAYNE CITY;IL0570040
DE WITT;GW;A;C;WAYNESVILLE;IL0390350
IROQUOIS;GW;A;C;WEATHERSTONE LAKES MHP;IL0750950
MARSHALL;GW;A;C;WEE-MA-TUK WATER DISTRICT;IL1234950
LEE;GW;A;C;WELDON;IL1030550
DU PAGE;GW;A;C;WELLINGTON;IL0430900
FRANKLIN;SWP;A;C;WENONA;IL0550650
KANE;GW;A;C;WEST BROOKLYN;IL0890950
FRANKLIN;SWP;A;C;WEST CHICAGO;IL0550700
RICHLAND;SWP;A;C;WEST CITY;IL1595050
MORGAN;GWP;A;C;WEST DUNDEE;IL1370010
HANCOCK;GWP;A;C;WEST FRANKFORT;IL0670700
MCDONOUGH;GWP;A;C;WEST LIBERTY-DUNDAS WATER DISTRICT;IL1090030
DOUGLAS;GWP;A;C;WEST MORGAN WATER CORPORATION;IL0410030
EDWARDS;GWP;A;C;WEST POINT;IL0470200
LAKE;GW;A;C;WEST PRAIRIE WATER CO-OP;IL0977370
LAKE;GW;A;C;WEST PRAIRIE WATER COMPANY;IL0977050
DE WITT;GW;A;C;WEST SALEM;IL0395225
COOK;SWP;A;C;WEST SHORE PARK SUBDIVISION;IL0315820
LA SALLE;GWP;A;C;WEST SHORELAND SUBDIVISION;IL0995750
COOK;SWP;A;C;WEST SIDE MHP;IL0313150
MCDONOUGH;SWP;A;C;WEST SUBURBAN WATER COMMISSION;IL1095510
COOK;GW;A;C;WEST WALNUT TRAILER COURT;IL0313180
WAYNE;SWP;A;C;WESTCHESTER;IL1910010
CLARK;GWP;A;C;WESTERN ILLINOIS UNIVERSITY;IL0230200
DU PAGE;SWP;A;C;WESTERN SPRINGS;IL0430950
VERMILION;SWP;A;C;WESTERN WAYNE WATER DISTRICT;IL1830950
MCLEAN;GW;A;C;WESTFIELD;IL1135265
SANGAMON;SWP;A;C;WESTMONT;IL1670190
SANGAMON;SWP;A;C;WESTVILLE;IL1670210
DU PAGE;SWP;A;C;WESTWIND ESTATES;IL0431050
COOK;SWP;A;C;WESTWOOD;IL0314970
ROCK ISLAND;GWP;A;C;WESTWOOD PLACE;IL1610170
LAKE;GW;A;C;WHEATON;IL0970220
MACOUPIN;SWP;A;C;WHEELING;IL1171150
GREENE;GW;A;C;WHISPERING HILLS MHP;IL0610400
PIATT;GW;A;C;WHISPERING LAKES WATER SYSTEM, INC.;IL1475050
LEE;GW;A;C;WHITE CITY;IL1035050
JO DAVIESS;GW;A;C;WHITE HALL;IL0850030
LA SALLE;GW;A;C;WHITE HEATH WATERWORKS;IL0995425
LA SALLE;GW;A;C;WHITE OAKS ESTATES WATER ASSOC., INC.;IL0995265
LAKE;SWP;A;C;WIENEN ESTATES;IL0977350
WINNEBAGO;GW;A;C;WILDLIFE MHP;IL2015400
KNOX;GW;A;C;WILDWOOD COMMUNITIES;IL0950650
SANGAMON;SWP;A;C;WILDWOOD SUBDIVISION - LAKE CO PW;IL1671300
PERRY;SWP;A;C;WILDWOOD UTILITIES COMPANY;IL1450300
MCLEAN;SWP;A;C;WILLIAMSFIELD;IL1135130
JASPER;GW;A;C;WILLIAMSVILLE;IL0790300
KANE;SWP;A;C;WILLISVILLE;IL0894400
COOK;GW;A;C;WILLOW CREEK NORTH MHP;IL0317595
DU PAGE;SWP;A;C;WILLOW HILL;IL0431100
COOK;SW;A;C;WILLOW LAKE ESTATES MHP;IL0313300
WILL;SW;A;C;WILLOWAY TERRACE MHP;IL1971100
MACOUPIN;SWP;A;C;WILLOWBROOK;IL1171200
SCOTT;GW;A;C;WILMETTE;IL1710350
HENRY;GW;A;C;WILMINGTON;IL0730040
ROCK ISLAND;GW;A;C;WILSONVILLE;IL1615850
KANKAKEE;GW;A;C;WINCHESTER;IL0910070
SHELBY;GW;A;C;WINDCREST SUBDIVISION;IL1730550
KNOX;GWP;A;C;WINDING CREEK ESTATES;IL0955040
DU PAGE;SWP;A;C;WINDMILL ESTATES;IL0431150
WINNEBAGO;GW;A;C;WINDSOR;IL2010500
COOK;SW;A;C;WINDWOOD WATER SYSTEM, INC.;IL0313330
STEPHENSON;GW;A;C;WINFIELD;IL1770550
LAKE;SWP;A;C;WINNEBAGO;IL0971950
MONTGOMERY;GW;A;C;WINNETKA;IL1350850
LIVINGSTON;GWP;A;C;WINSLOW;IL1055520
HENRY;GW;A;C;WINTHROP HARBOR;IL0735120
MCHENRY;GW;A;C;WITT;IL1115750
DU PAGE;SWP;A;C;WM W FOX DEVELOPMENT CENTER;IL0431200
MADISON;GW;A;C;WOLF RIDGE WELL CORPORATION;IL1191150
LEE;GW;A;C;WONDER LAKE WATER COMPANY;IL1035100
HENRY;GW;A;C;WOOD DALE;IL0730750
IROQUOIS;GW;A;C;WOOD RIVER;IL0751000
ROCK ISLAND;GW;A;C;WOODHAVEN;IL1617925
JEFFERSON;SWP;A;C;WOODHULL;IL0810450
DU PAGE;SWP;A;C;WOODLAND;IL0431250
MCHENRY;GW;A;C;WOODLAND A AND B MHP;IL1110950
MADISON;SWP;A;C;WOODLAWN;IL1191200
COOK;SWP;A;C;WOODRIDGE;IL0313360
BUREAU;GW;A;C;WOODSTOCK;IL0111150
LAKE;GW;A;C;WORDEN;IL0970080
STARK;GW;A;C;WORTH;IL1750200
CLAY;SWP;A;C;WYANET;IL0250300
KNOX;GW;A;C;WYNSTONE WATER COMPANY;IL0950700
DU PAGE;SWP;A;C;WYOMING;IL0430010
KENDALL;GW;A;C;XENIA;IL0930250
CHAMPAIGN;GW;A;C;YATES CITY;IL0190040
FRANKLIN;SWP;A;C;YORK TOWNSHIP WATER SYSTEM;IL0550750
LAKE;SWP;A;C;YORKVILLE;IL0972000
LAKE;GW;I;C;YOUNGS HILLCREST MHP;IL0971140
LAKE;GW;I;C;ZEIGLER;IL0975020
WILL;GW;I;C;ZION;IL1975030
LAKE;SWP;I;C;2ND STREET WATER ASSOCIATION;IL0971220
ROCK ISLAND;SWP;I;C;ACORN ACRES SUBDIVISION;IL1610190
KENDALL;GW;I;C;AQUA ILLINOIS-UNIVERSITY PARK;IL0930010
LAKE;SWP;I;C;BEACH PARK NO.2;IL0975110
KANE;GW;I;C;BLACK HAWK COLLEGE MOLINE CAMPUS;IL0895125
LAKE;SWP;I;C;BONNIE LANE WATER SUPPLY;IL0970060
COOK;SWP;I;C;BRADLEY ROAD SYSTEM - LAKE CO PW;IL0319050
WILL;GW;I;C;BREAZEALE MHP;IL1975500
WILLIAMSON;SWP;I;C;BRIGHTON POND HOMEOWNERS ASSOCIATION;IL1995300
CHAMPAIGN;GWP;I;C;BROOKFIELD ZOOLOGICAL PARK;IL0195637
CHAMPAIGN;GW;I;C;CALUMET GARDENS-(UTILS UNLIM);IL0195728
WILL;GW;I;C;CARTERVILLE WEST PWD;IL1975360
DU PAGE;SWP;I;NTNC;CHANUTE AFB;IL0430090
HENRY;GWP;I;C;CHERRY ORCHARD APARTMENTS;IL0735345
PERRY;SWP;I;C;CLEARVIEW SUBDIVISION;IL1455360
JO DAVIESS;GWP;I;C;COLLEGE OF DUPAGE;IL0850550
TAZEWELL;GWP;I;C;COLONA PARK LLC - FORMERLY KERSHAW MHP;IL1795425
JACKSON;SWP;I;C;CONSOLIDATED PWD;IL0775050
MADISON;GWP;I;C;COUNTRY AIRE MHP (JODAVIESS COUNTY);IL1190090
CHAMPAIGN;GW;I;C;COUNTRY SIDE ESTATES MHP;IL0190030
HAMILTON;GWP;I;C;CRAB ORCHARD PWD;IL0655050
DE WITT;GW;I;C;CRESCENT MHP;IL0395129
OGLE;GW;I;NTNC;D AND R APTS;IL1419050
WILL;GW;I;C;DALE PWD;IL1975640
LAKE;GW;I;C;DE WITT COUNTY NURSING HOME;IL0975820
RANDOLPH;SWP;I;C;DEL MONTE CORP-PLANT 109;IL1575600
DU PAGE;GW;I;C;EAST MORELAND WATER CORPORATION;IL0430080
DU PAGE;GW;I;NTNC;ECHO LAKE WATER SYSTEM BLOCK 7;IL0430070
MADISON;SWP;I;C;EDEN PWD;IL1195100
LA SALLE;GW;I;C;FERMI NTL ACCL LAB- D-0 AREA;IL0990080
COOK;SWP;I;C;FERMI NTL ACCL LAB- MAIN SITE;IL0315750
JERSEY;SWP;I;C;FOREST HOMES-MAPLE PARK PWD;IL0830200
SANGAMON;SWP;I;C;GLENWOOD - OUTBACK;IL1670070
KANKAKEE;GW;I;C;GOLF GREENWOOD IMPROVEMENT ASSOCIATION;IL0910400
BOONE;GW;I;NTNC;GRAFTON;IL0079050
WILL;GWP;I;C;GRAND VALLEY VILLAGE MHP;IL1970210
DU PAGE;GW;I;C;GRANT PARK;IL0435560
MCHENRY;GW;I;C;GREEN GIANT PACKING COMPANY;IL1115300
WABASH;GW;I;C;HIDDEN VALLEY CREEK APARTMENTS;IL1855125
COOK;SWP;I;C;HIGHLAND HILLS SD;IL0310280
LA SALLE;SWP;I;C;HIGHLAND SHORES WATER COMPANY;IL0990900
CHAMPAIGN;GW;I;C;HILLSIDE MOBILE HOME VILLAGE;IL0190750
HENRY;GWP;I;C;HOLY FAMILY VILLA;IL0730110
